City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,juva,56.4368,57.9478,286.48,80,99,6.06,RU,1721627257
364,carutapera,-1.195,-46.02,296.73,90,1,2.44,BR,1721627258
365,pangkalpinang,-2.1333,106.1333,306.11,51,20,5.79,ID,1721626972
366,saint-pierre,-21.3393,55.4781,298.47,61,0,1.54,RE,1721627260
367,callao,-12.0667,-77.15,290.22,77,100,2.06,PE,1721627166
368,ahfir,34.9537,-2.1003,293.49,48,0,1.01,MA,1721627262
369,howard springs,-12.497,131.047,303.14,30,28,2.98,AU,1721627264
370,coracora,-15.0333,-73.7833,281.23,41,18,0.95,PE,1721627265
371,dem'yanovo,60.3511,47.0842,292.78,43,19,3.13,RU,1721627266
372,albania,41.0,20.0,301.75,47,0,0.13,AL,1721627267
373,maua,-23.6678,-46.4614,289.31,83,0,2.33,BR,1721627268
374,daru,-9.0763,143.2092,298.36,82,99,8.4,PG,1721627269
375,nyaunglebin,17.95,96.7333,299.47,86,100,1.76,MM,1721627271
376,lerwick,60.1545,-1.1494,285.15,84,90,1.46,GB,1721627272
377,blackfoot,43.1905,-112.345,295.86,25,5,2.77,US,1721627273
378,trevelin,-43.0858,-71.4639,277.86,83,100,1.69,AR,1721627276
379,buka,40.8108,69.1986,310.78,12,0,2.32,UZ,1721627277
380,sorong,-0.8833,131.25,300.61,81,69,6.44,ID,1721627278
381,katsuren-haebaru,26.3369,127.8719,307.16,69,75,7.72,JP,1721627279
382,beoumi,7.6736,-5.5764,295.33,96,82,2.77,CI,1721627280
383,kavaratti,10.5669,72.642,300.47,85,100,7.57,IN,1721627281
384,vorkuta,67.5,64.0,284.63,55,100,3.11,RU,1721627282
385,lorengau,-2.0226,147.2712,300.62,85,100,5.78,PG,1721627284
386,ewo,-0.8725,14.8206,297.39,52,67,1.58,CG,1721627285
387,i-n-salah,27.1935,2.4607,306.28,14,0,4.82,DZ,1721627286
388,sidney,-33.8679,151.2073,291.66,57,0,3.6,AU,1721627085
389,chishtian,29.8,72.8667,316.24,26,45,2.9,PK,1721627289
390,vilyuchinsk,52.9306,158.4028,292.3,86,75,2.33,RU,1721627290
391,maydanshakhr,34.3956,68.8662,300.13,29,0,3.06,AF,1721627291
392,quelimane,-17.8786,36.8883,289.12,93,0,0.0,MZ,1721627292
393,namdrik,5.5994,168.1028,302.08,77,25,5.82,MH,1721627294
394,markaz-e hukumat-e darweshan,31.1323,64.1934,311.32,11,53,4.46,AF,1721627295
395,zouerate,22.7187,-12.4521,305.88,27,57,7.48,MR,1721627297
396,kokshetau,53.2775,69.3883,297.33,69,0,4.0,KZ,1721627298
397,bethlehem,-1.4558,-48.5044,299.17,83,0,2.57,BR,1721627236
398,cannonvale,-20.2833,148.7,292.36,59,0,6.72,AU,1721627300
399,hotan,37.0997,79.9269,303.09,30,81,1.67,CN,1721627301
400,antigonish,45.6169,-61.9986,290.25,96,2,2.86,CA,1721627303
401,puerto armuelles,8.2833,-82.8667,300.42,87,100,0.45,PA,1721627304
402,al hazm,16.1641,44.7769,309.78,14,65,3.05,YE,1721627305
403,kelty,56.1336,-3.3869,286.01,91,100,0.89,GB,1721627306
404,sittwe,20.15,92.9,300.81,86,100,6.45,MM,1721627307
405,praia da vitoria,38.7333,-27.0667,296.35,83,75,1.46,PT,1721627308
406,changzhi,35.2089,111.7386,308.99,52,58,3.4,CN,1721627309
407,gurupi,-11.7292,-49.0686,292.76,42,32,2.71,BR,1721627310
408,taoudenni,22.6783,-3.9836,307.93,32,9,2.7,ML,1721627311
409,babayevo,59.3936,35.9371,293.99,56,15,2.75,RU,1721627313
410,hadibu,12.65,54.0333,299.7,76,100,14.52,YE,1721627314
411,kalianget,-7.05,113.9333,304.23,60,9,4.66,ID,1721627315
412,agat village,13.3886,144.6585,304.67,72,0,4.12,GU,1721627316
413,danville,36.586,-79.395,296.51,93,100,1.54,US,1721627317
414,fale old settlement,-9.3852,-171.2468,301.4,77,10,10.24,TK,1721627318
415,igarka,67.4667,86.5833,287.94,39,1,7.99,RU,1721627319
416,arkhangel'sk,64.5401,40.5433,295.21,49,0,0.0,RU,1721627156
417,tsiombe,-25.3,45.4833,295.17,66,22,2.85,MG,1721627321
418,jalalaqsi,3.3766,45.5996,299.61,67,100,9.22,SO,1721627324
419,saudarkrokur,65.7461,-19.6394,277.66,97,100,4.36,IS,1721627325
420,plymouth,41.8334,-70.8328,294.85,89,0,0.0,US,1721627327
421,wenchang,30.904,118.4887,312.21,42,44,2.0,CN,1721627328
422,annandale,38.8304,-77.1964,298.77,84,40,1.54,US,1721627278
423,abepura,-2.6333,140.5833,300.6,89,40,3.09,ID,1721627332
424,barra de santo antonio,-9.4047,-35.5072,293.75,78,95,6.21,BR,1721627333
425,portland,45.5234,-122.6762,293.34,71,0,2.24,US,1721627227
426,jirja,26.3383,31.8916,304.27,25,0,5.14,EG,1721627335
427,broken hill,-31.95,141.4333,289.1,29,0,5.09,AU,1721627336
428,baltiysk,54.6538,19.911,293.21,73,29,4.29,RU,1721627337
429,rongelap,11.1635,166.8941,301.52,80,44,7.13,MH,1721627338
430,lovington,32.944,-103.3485,292.13,92,18,2.24,US,1721627339
431,myeik,12.4333,98.6,301.84,75,100,5.21,MM,1721627340
432,taroa,8.7058,171.2275,301.5,79,83,7.68,MH,1721627342
433,cockburn town,21.4612,-71.1419,300.61,81,68,7.85,TC,1721627343
434,tobelo,1.7284,128.0095,300.03,80,100,4.46,ID,1721627344
435,korla,41.7597,86.1469,304.96,25,94,7.64,CN,1721627345
436,papao,-17.75,-149.55,296.97,65,91,11.99,PF,1721627346
437,eraan,9.0629,117.7016,304.6,66,100,6.16,PH,1721627347
438,princeville,45.7668,-61.2985,289.97,99,0,0.0,CA,1721627348
439,jining,35.405,116.5814,303.87,82,100,3.43,CN,1721627349
440,raduzhny,62.0961,77.475,291.21,36,100,4.85,RU,1721627351
441,sur,22.5667,59.5289,309.16,48,92,2.12,OM,1721627352
442,jinghong,21.991,100.7341,301.22,87,74,1.52,CN,1721627353
443,priozersk,61.0393,30.1291,294.31,73,3,3.42,RU,1721627354
444,fonte boa,-2.4959,-66.2662,294.99,93,95,1.21,BR,1721627355
445,tonekabon,36.8163,50.8738,299.12,59,41,1.87,IR,1721627356
446,lander,42.833,-108.7307,293.6,45,0,6.17,US,1721627357
447,viedma,-40.8135,-62.9967,282.87,37,0,5.87,AR,1721627358
448,berezovyy,51.6667,135.7,289.12,96,100,1.38,RU,1721627361
449,verkhniy tagil,57.3733,59.9556,286.77,69,94,4.54,RU,1721627362
450,bama,11.5221,13.6856,297.33,85,100,5.26,NG,1721627363
451,illizi,26.4833,8.4667,300.04,14,0,3.77,DZ,1721627364
452,la ceiba,15.7597,-86.7822,299.05,94,20,1.03,HN,1721627365
453,saucillo,28.0167,-105.2833,301.18,36,67,4.32,MX,1721627366
454,sumenep,-7.0167,113.8667,304.25,54,9,4.98,ID,1721627367
455,preobrazheniye,42.9019,133.9064,301.06,61,74,6.83,RU,1721627368
456,kamuli,0.9472,33.1197,292.07,96,100,1.68,UG,1721627369
457,colonia,50.9333,6.95,292.62,80,0,2.06,DE,1721627371
458,barcelos,41.5388,-8.6151,292.51,54,0,2.37,PT,1721627269
459,chebba,35.2372,11.115,299.93,75,6,10.98,TN,1721627373
460,beyneu,45.3167,55.2,300.29,51,100,2.04,KZ,1721627374
461,hudiksvall,61.729,17.1036,290.94,84,100,1.68,SE,1721627189
462,yung shue wan,22.2333,114.1167,306.83,80,100,5.4,HK,1721627377
463,aflou,34.1128,2.1023,296.39,23,0,2.1,DZ,1721627378
464,zabaykal'sk,49.6333,117.3167,302.24,41,88,6.8,RU,1721627380
465,nova vicosa,-17.8919,-39.3719,294.48,72,0,2.98,BR,1721627381
466,shuangjiang,26.1547,109.7138,308.0,42,5,2.89,CN,1721627382
467,kaga bandoro,6.9896,19.1874,294.54,98,100,1.57,CF,1721627383
468,kirakira,-10.4544,161.9205,301.46,77,36,5.73,SB,1721627384
469,kargasok,59.0556,80.8572,287.6,66,100,4.91,RU,1721627385
470,smithers,54.7804,-127.1743,297.33,33,75,3.09,CA,1721627386
471,farasan,16.7022,42.1183,304.52,74,97,6.77,SA,1721627387
472,roma,43.2128,-75.4557,291.33,94,0,0.45,US,1721627242
473,kulhudhuffushi,6.6221,73.07,301.77,78,100,4.65,MV,1721627390
474,duluth,46.7833,-92.1066,290.42,85,40,0.0,US,1721627392
475,mithi,24.7318,69.7981,307.33,63,100,3.84,PK,1721627393
476,songea,-10.6833,35.65,288.79,77,20,1.54,TZ,1721627394
477,balabac,7.9868,117.0645,302.79,74,100,5.7,PH,1721627395
478,sarnia,42.9787,-82.4041,293.68,89,100,2.57,CA,1721627110
479,joshimath,30.5667,79.5667,291.15,97,100,0.43,IN,1721627397
480,malvan,16.0667,73.4667,301.26,82,100,9.22,IN,1721627398
481,tarko-sale,64.9225,77.785,290.12,38,100,4.91,RU,1721627209
482,al jawf,29.5,38.75,304.94,20,0,6.4,SA,1721627401
483,todos santos,23.45,-110.2167,302.21,87,0,3.36,MX,1721627402
484,pangoa,-12.1167,-73.0,291.59,78,28,1.71,PE,1721627403
485,paita,-5.0892,-81.1144,289.91,87,13,5.95,PE,1721627404
486,maqat,47.65,53.3167,305.03,24,40,3.75,KZ,1721627405
487,malindi,-3.2175,40.1191,298.24,69,75,7.2,KE,1721627406
488,timbuktu,16.7735,-3.0074,303.33,50,72,4.38,ML,1721627407
489,kibaya,-5.3,36.5667,289.75,64,86,2.94,TZ,1721627408
490,nelson bay,-32.7167,152.15,291.48,56,38,0.45,AU,1721627411
491,mount gambier,-37.8333,140.7667,286.84,90,100,5.1,AU,1721627412
492,oranjemund,-28.55,16.4333,285.43,83,9,3.01,NA,1721627413
493,nivala,63.9167,24.9667,294.09,50,6,2.73,FI,1721627414
494,siwana,25.6333,72.4167,307.04,60,90,3.45,IN,1721627415
495,borgarnes,64.5383,-21.9206,283.18,88,100,3.16,IS,1721627416
496,port blair,11.6667,92.75,304.17,74,100,6.17,IN,1721627417
497,antofagasta,-23.65,-70.4,287.75,87,3,2.12,CL,1721627419
498,belyy yar,53.6039,91.3903,293.09,83,0,3.0,RU,1721627420
499,princeton,25.5384,-80.4089,302.15,89,0,0.0,US,1721627303
500,da nang,16.0678,108.2208,305.14,62,75,3.6,VN,1721627422
501,noyabrsk,63.1994,75.4507,290.19,39,100,5.05,RU,1721627423
502,la union,-5.4,-80.75,290.74,74,17,4.72,PE,1721627425
503,acajutla,13.5928,-89.8275,299.28,85,90,3.19,SV,1721627426
504,shaumiani,41.3527,44.7618,298.05,60,36,1.82,GE,1721627427
505,emerald,-23.5333,148.1667,294.45,28,0,6.24,AU,1721627428
506,poronaysk,49.2167,143.1167,286.99,98,100,2.11,RU,1721627429
507,saujon,45.6667,-0.9167,290.36,73,43,1.37,FR,1721627432
508,greymouth,-42.4667,171.2,281.79,85,54,1.55,NZ,1721627433
509,tralee,52.2704,-9.7026,286.96,92,96,2.32,IE,1721627258
510,tvoroyri,61.5556,-6.8111,283.96,91,10,9.09,FO,1721627435
511,barabai,-2.5833,115.3833,305.34,56,81,0.06,ID,1721627436
512,dien bien phu,21.3833,103.0167,303.48,72,99,1.61,VN,1721627437
513,northam,51.0333,-4.2167,290.03,96,98,7.25,GB,1721627438
514,tindouf,27.6711,-8.1474,307.4,18,37,5.14,DZ,1721627439
515,luderitz,-26.6481,15.1594,285.99,84,84,3.13,NA,1721627441
516,cidade velha,14.9167,-23.6167,298.41,78,20,1.03,CV,1721627442
517,flying fish cove,-10.4217,105.6791,300.97,65,15,5.14,CX,1721627443
518,villaviciosa,43.4813,-5.4357,289.34,90,8,1.38,ES,1721627444
519,bada,51.392,109.8717,295.34,72,100,2.09,RU,1721627445
520,ust'-kulom,61.6864,53.6902,291.92,38,46,2.73,RU,1721627446
521,port saint john's,-31.6229,29.5448,285.6,83,34,1.44,ZA,1721627448
522,bereznik,62.8551,42.7072,294.26,39,60,1.87,RU,1721627449
523,jastrebarsko,45.6683,15.6486,296.35,80,34,0.9,HR,1721627450
524,weno,7.4515,151.8468,301.81,78,51,4.95,FM,1721627451
525,monrovia,6.3005,-10.7969,298.02,86,75,5.12,LR,1721627452
526,longboat key,27.4125,-82.659,301.49,61,0,2.06,US,1721627453
527,nar'yan-mar,67.6713,53.087,289.75,51,98,3.78,RU,1721627454
528,langxiang,46.95,128.8833,302.76,46,100,4.01,CN,1721627456
529,alesund,62.4723,6.1549,287.22,93,75,1.54,NO,1721627457
530,ciudad bolivar,8.1222,-63.5497,297.49,93,94,2.67,VE,1721627458
531,meulaboh,4.1363,96.1285,303.29,69,98,3.62,ID,1721627460
532,merizo village,13.2658,144.6691,304.46,76,95,4.55,GU,1721627461
533,vanino,49.0869,140.2543,292.69,95,100,1.31,RU,1721627389
534,al mindak,20.1588,41.2834,300.93,18,99,4.26,SA,1721627463
535,behbahan,30.5959,50.2417,312.51,10,0,2.03,IR,1721627464
536,tidjikja,18.5564,-11.4271,302.73,49,38,7.02,MR,1721627465
537,kodinar,20.7903,70.7031,300.56,88,100,9.53,IN,1721627467
538,kapa'a,22.0752,-159.319,298.76,78,75,5.66,US,1721627468
539,sarkand,45.41,79.9186,303.6,27,39,4.34,KZ,1721627469
540,kedainiai,55.2883,23.9747,293.42,76,9,1.85,LT,1721627470
541,tromso,69.6496,18.957,291.16,63,0,0.51,NO,1721627471
542,kralendijk,12.15,-68.2667,302.14,79,9,5.14,BQ,1721627472
543,boca suno,-0.7167,-77.1333,294.53,81,98,0.73,EC,1721627473
544,labytnangi,66.6572,66.4183,289.26,51,98,1.44,RU,1721627474
545,leua,48.2156,18.6071,297.83,56,5,0.67,SK,1721627475
546,vilhena,-12.7406,-60.1458,291.58,41,3,1.99,BR,1721627477
547,inhambane,-23.865,35.3833,287.14,100,20,1.54,MZ,1721627478
548,avanigadda,16.0215,80.9181,303.12,55,91,7.53,IN,1721627479
549,bukama,-9.2,25.85,297.7,33,2,1.32,CD,1721627480
550,fort frances,48.5999,-93.4003,288.27,94,0,0.0,CA,1721627481
551,selma,36.5708,-119.6121,304.29,35,0,1.54,US,1721627482
552,charlotte amalie,18.3419,-64.9307,300.74,80,1,8.99,VI,1721627483
553,tari,-11.1105,14.3559,287.1,85,51,0.38,AO,1721627484
554,babu,24.4167,111.5167,309.19,47,25,3.91,CN,1721627486
555,whakatane,-37.9585,176.9854,284.69,99,100,0.45,NZ,1721627487
556,souillac,-20.5167,57.5167,296.68,78,20,0.0,MU,1721627488
557,aripuana,-9.1667,-60.6333,293.51,52,99,1.23,BR,1721627489
558,puerto baquerizo moreno,-0.9,-89.6,293.78,83,79,6.6,EC,1721627231
559,thurso,58.5927,-3.5259,284.74,81,87,0.42,GB,1721627491
560,rawson,-43.3002,-65.1023,284.4,42,1,3.77,AR,1721627492
561,beihai,21.4833,109.1,303.5,76,100,11.32,CN,1721627493
562,santa elena de uairen,4.6167,-61.1333,292.18,92,94,0.95,VE,1721627494
563,afua,-0.1567,-50.3867,296.77,92,1,1.87,BR,1721627496
564,ambovombe,-25.1667,46.0833,294.38,74,10,2.09,MG,1721627497
565,magadan,59.5667,150.8,292.1,83,99,0.31,RU,1721627499
566,holualoa,19.6228,-155.9522,296.41,92,45,4.13,US,1721627452
567,canyon,34.9803,-101.9188,294.0,84,100,6.32,US,1721627501
568,oriximina,-1.7656,-55.8661,297.63,69,5,1.18,BR,1721627502
569,chadron,42.8294,-102.9999,291.46,74,0,0.0,US,1721627503
